品牌,型号,评分分组,评分,评价内容,评论字数,时间,追评内容,页面标题,评价星级
佳能,R50,好评,5,产品质量和服务质量得到了广大客户的认可和好评,22,2026-03-10,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,"外观就很精致，机身颜值很高，
非常轻便，拍照一天也不累。性能方面更是惊喜，不管是拍照还是拍视频，对焦都特别快，眼控追踪很灵敏，作为新手也能轻松拍出清晰大片。触摸屏操作简单，翻屏自拍超方便。直出色彩也很棒，日常记录生活完全够用。",113,2026-03-10,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,第一次买相机，做了很久功课，选择了佳能，机身小巧轻便，拍照清晰，最近几天阴天，等天气好去户外拍好看的照片🤩,53,2026-03-10,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,差评,1,买这款相机的慎重，拍照非常模糊，几百块的山寨机都比这款相机拍的清晰，重点是！！！！买了不给退！！！无论什么渠道投诉都没有用，包括12315投诉都无效（如图），京东给的理由是商品已拆包装，不拆包装消费者怎么看产品如何？？？？？,112,2026-03-10,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,1星
佳能,R50,好评,5,宝贝很喜欢🥰拍照很清晰，外形很小巧精致非常适合小仙女，喜欢摄影的小仙女值得拥有,39,2026-03-10,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,此用户未及时填写评价内容,12,2026-03-09,佳能R50轻巧便携，对焦快画质好，新手易上手，色彩直出超赞！,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,新手小白，终于把长草许久的佳能R50带回家了!果然没计我后失望。首先外观就很精致，黑色机身颜值超高而且非常轻便，挂脖子上一天也不累。性能方面更是惊喜，不管是拍照还是拍视频，对焦都特别快，眼控追踪很灵敏，作为新手也能轻松拍出清晰大片。触摸屏操作简单，翻屏自拍超方便。直出色彩也很棒，日常记录生活完全够用，性价比超高，强烈推荐给大家!,165,2026-03-09,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,收到相机几天了，今天有时间研究研究。刚觉还不错，到时候带出去玩,31,2026-03-09,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,"产品包装：不错很结实
外形外观：很好近期拍起来试试
成像效果：好很清晰
反应速度：快值得期待
便携性能：很轻便方便携带",59,2026-03-09,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,相机机身小巧，出门携带很方便，拍摄简单，新手也能很快上手，派送很快，当天就能送到，很喜欢。,45,2026-03-09,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,这是送给儿子的18岁生日礼物，孩子非常满意！快递很快第一天晚上拍的，第二天上午就到了。拿在手上很轻便，功能很多，很适合新手，大家想买的下手吧,70,2026-03-08,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,一直想入手这款相机，入手后感觉很好上手，也很轻便，机身轻巧颜值高，作为新手，它的操作非常友好，全自动档也能拍出清透质感大片，人像尤其出彩，,69,2026-03-08,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,轻便好带，对焦很稳，新手也能轻松出片。从此生活有了专属镜头，每一帧都值得珍藏。,39,2026-03-08,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,在网上做了很多攻略，买了这款相机。拍照很清晰，好看。新手上手很容易。比较轻便。样式也很好看。大家速度入手哦。,54,2026-03-08,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,"产品包装：还可以不错
外形外观：挺小的
成像效果：比较清晰
反应速度：挺快的
便携性能：挺便携",47,2026-03-08,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,📸这款相机真的超乎预期！✨屏幕触控非常灵敏，操作流畅不卡顿～📷对焦速度飞快，拍照瞬间清晰，细节满满👍功能也很丰富，满足日常拍摄需求📱快递包装严实，送货速度快⚡配送员服务贴心，全程体验满分🌟,94,2026-03-08,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,相机小巧精美，适合外出拍照使用，轻便。容易上手，赠品齐全，小痰盂镜头也很好用，拍人像景物都还不错。快递包装完整，并且配送及时，太好了。,67,2026-03-08,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,机身完好无损，好漂亮，客服很有耐心，问了很多问题都耐心解决，视频教学也清楚，对新手很友好,44,2026-03-08,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,特别特别喜欢早就想买这个啦 大家都去买！！！,22,2026-03-08,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,终于把长草许久的佳能R50带回家了！果然没让我失望。首先外观就很精致，白色机身颜值超高，而且非常轻便，挂脖子上一天也不累。性能方面更是惊喜，不管是拍照还是拍视频，对焦都特别快，眼控追踪很灵敏，作为新手也能轻松拍出清晰大片。触摸屏操作简单，翻屏自拍超方便。直出色彩也很棒，日常记录生活完全够用，性价比超高，强烈推荐给大家！,160,2026-03-07,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,"重量轻便，照片清晰，操作简单易上手，防抖效果不错，大品牌值得信赖，
外形外观：小巧玲珑
产品包装：结实牢固
成像效果：清晰可见
便携性能：方便携带不重
其他特色：服务好，性能好",88,2026-03-08,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,挺好的 触控屏 拍人像很好看,14,2026-03-07,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,还挺轻的，拍视频很流畅，而且拍出来很好看。,21,2026-03-07,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,"非常好看 非常nice 对象非常喜欢 照片也特别棒 爱了爱了
继续使用期待更棒",39,2026-03-07,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,非常不错，拍起来很有质感，继续学习,17,2026-03-07,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,佳能R50相机是给大学生娃买的，选的旅拍套餐，娃学校开学说开设了摄影摄相课，就选了京东自营店买感觉靠谱放心，当天下单第二天就到了，正好娃开学带学校,73,2026-03-07,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,"产品包装：包装严谨、发货速度快
外形外观：与网上看到的相同好用
成像效果：拍照效果好、功能全
反应速度：快门反应速度快",59,2026-03-07,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,比较了好几款相机，最终选择了这一款，颜色很漂亮，轻便方便携带，送了不少东西。,38,2026-03-07,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,客服说必须好评➕图片才能给我送第二块电池，好不好用不知道，先评价吧，不然只有一块电池,42,2026-03-07,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,此用户未及时填写评价内容,12,2026-03-07,综合考虑了很久，最终选择了这款佳能r50相机，拍照效果非常好，颜值高，使用方便，客服耐心解答问题，总之就是好、很好、非常好，以后只选择佳能，尤其是这家店，加油吧,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,终于到了，开始慢慢学习怎么拍照了，很清晰，太挺好用了的，拍照也很方便，很好上手。以后出去玩就能留下很多照片啦,54,2026-03-06,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,佳能R50小巧轻便，对焦快准，人像直出超好看，新手友好，4K视频清晰，性价比超高！,41,2026-03-06,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,相机第二天就收到了，非常快，相机很轻巧，过几天出去玩就可以拍美照啦！满意！,37,2026-03-06,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,超级喜欢(✪▽✪) 下单后快递运输快 货品质量很好👌🏻 希望之后可以创作很多作品,40,2026-03-06,"终于入手了人生第一台微单——佳能R50！ 🥳
作为一个摄影小白，做了超多功课，最后选择了这款性价比超高的入门微单！
说说我的使用感受：
- 颜值在线： 机身绝美！小巧轻便，出门携带毫无压力~
- 对焦超快： 人眼识别对焦超精准，再也不怕拍糊了！
- 直出色彩： 佳能祖传色彩，人像肤色粉粉嫩嫩，根本不用后期！
- 翻转屏自拍： 自拍vlog都很方便，还能美颜哦！
- 新手友好： 操作简单易懂，还有多种拍摄模式，小白也能轻松上手！",【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,"产品包装：精致 无破损
外形外观：好看很好看非常好看
成像效果：清晰
便携性能：小巧轻便 适合出门携带 轻巧
反应速度：快很快非常快",66,2026-03-06,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,这款相机颜值与实力双在线，成像清晰细腻，色彩自然好看，直出原图就很有质感。操作简单易懂，机身轻巧便携，出门随身带无压力。对焦快、记录日常、旅行、人像都很出片，性价比超高。,85,2026-03-06,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,"产品包装：包装完好无损，物流也很快
外形外观：外观很好看，小巧便携
成像效果：拍照特别清晰，色彩还原度好
想买相机很久啦，看了很多最终选择了这个，果然没选错，真的很好太喜欢了",87,2026-03-06,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,非常不错，小瞧，然后挺不错的，适合新手，不错不错性价比高，不错不错可以可以，上手快,41,2026-03-06,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,"这款相机真的超乎期待！
画面清晰，色彩还原度很高，拍出来的照片特别自然🌈
触控反应灵敏，操作流畅，新手也能快速上手💡
包装很严实，物流速度也快，配送员服务态度很好🚚
整体体验满分，强烈推荐给摄影爱好者，不错不错",105,2026-03-05,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,开箱即用，r50相机的配件很全，直接就能拍。 它的对焦速度很快，操作也很简单，新手友好。 优点是性价比高，电池续航能力强，适合长时间外出拍摄。,71,2026-03-05,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,黑色很有质感，方便携带，赠品也很丰富，比对多款最终选择购买。,30,2026-03-05,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,终于收到我需要的宝贝了，东西很好，物美价廉，谢谢掌柜的！说实在的，这是网购以来最让我满意的一次购物，无论是掌柜的态度还是对物品，我都非常满意。掌柜态度非常专业热情，有问必答，回复也很快，问了不少问题，掌柜的都不觉得烦，都会认真回答我，我对这家店的服务态度由衷的肯定。,133,2026-03-05,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,收到相机太惊喜了，我感觉很适合小白，蛋糕是原图直出，都没用滤镜，就是比手机有质感，我很满意,45,2026-03-05,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,机身小巧轻便，白色颜值在线，赠品也超级多，摄影小白也能轻松上手，直出色彩超好看，日常记录、旅行vlog完美适配，推荐～,59,2026-03-05,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,"必须给商家一个大大的赞！🎁 赠品超全：商家太实在了，送了六个滤镜、一个装滤镜的小包，还有专门的相机包，配件一步到位，省去了我再单独购买的麻烦。
📷 关于相机：佳能R50真的是小巧精致，拿在手里很有分量但不重，手感特别好。选的白色款颜值超高，干干净净的，颜值党完全可以闭眼冲！",137,2026-03-05,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,佳能R50真的是入门微单首选！机身小巧轻便，出门携带毫无负担，操作简单易懂，新手也能快速上手。2420万像素画质细腻，人像直出肤色自然好看，对焦快准稳，支持人眼/动物识别。4K无裁切视频清晰流畅，翻转屏自拍Vlog超方便。WiFi传图快捷，性价比拉满，日常记录、旅行拍摄都很合适，颜值与实力并存，太满意了！,153,2026-03-04,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,收到相机啦，快递很快，次日就到了。颜值不错，还有详细的教学视频和教程，以后会慢慢学习，记录生活的点点滴滴,52,2026-03-04,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,物流很快，相机操作起来也很顺畅，新手可用。功能不少，人像直出自带奶油肌，但不失真实感，感觉能用很长时间。,52,2026-03-04,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,颜色美观，机身小巧轻便，颜值在线，新手在研究中,23,2026-03-04,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,那款相机是孩子自己挑的，说学着练习拍照，嗯嗯，买回来自己就不断的去学习拍照，还是蛮好的嗯嗯，佳能以前就买过，嗯，现在孩子是入门级的，就买一个试试，嗯，嗯，还是挺不错的行孩子挺喜欢的的小巧的还是病也挺流畅的嗯不错不错推荐推,110,2026-03-04,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,白色款颜值爆表，便携好带，拍人拍静都很出片，对焦快准，直出色彩绝了，对新手特别友好，性价比超高的。,49,2026-03-04,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,超级可爱，喜欢，还没充电，充上电马上试试效果,22,2026-03-04,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,"R50是佳能EOS R系列中最轻的机型，不含电池和存储卡的机身重量仅约328克（白色款约329克），搭配电池和存储卡后约375克。这种小型化设计极大提升了随身携带的意愿，使其非常适合旅行、日常记录和Vlog拍摄。‌‌‌
‌机身提供经典黑色和时尚白色两种配色，白色套机搭配银色镜头，外观更具个性。相机配备了3英寸侧翻式触控屏，操作逻辑接近智能手机，支持触摸对焦、菜单选择和照片回放。电子取景器采用0.39英寸236万点OLED面板，视野率约100%，在强光下也能",230,2026-03-04,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,佳能相机这个是老牌子了，挺好的一款相机，颜值还蛮高的，很喜欢，物流也很快，下单了第二天就收到了．,48,2026-03-03,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,操作灵敏，方便，舒适，配件不错。拍摄的效果图,22,2026-03-03,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,"产品包装：把产品保护的很安全
外形外观：颜值非常高，喜欢这个",30,2026-03-03,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,这台白色佳能EOS R50真的太香了！机身小巧轻便，白色颜值超高，搭配皮质底座质感满满。对焦又快又准，拍娃、拍风景都很稳，4K视频也很清晰，完全满足日常记录和Vlog需求。配件齐全，相机包、镜头、UV镜都有，到手就能用。操作对新手很友好，翻转屏自拍超方便，是提升幸福感的好物，强烈推荐！,143,2026-03-03,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,送的配件很多，还不错，慢慢跟我的照相机磨合，昨天和前天拍的还不错,32,2026-03-03,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,"外形外观：外观好看，设计感强
成像效果：这成像效果，简直了！😍
反应速度：这速度，反应得比光速还快！🔥
便携性能：我真的觉得这个产品的便携性能非常出色，随时随地都可以使用",85,2026-03-03,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,颜值高，外观好看，小巧便携，拍出来的照片质量高，总得来说是五星好评，性价比高！,39,2026-03-02,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
佳能,R50,好评,5,买的套餐一，相机特别清晰，对焦速度快，A+档操作很简单，我这种摄影小白给能轻松驾驭，新手想买相机的直接闭眼入😁。,56,2026-03-02,,【佳能EOS R50】佳能（Canon）R50微单相机 旅行拍照摄影专用照相机 4K高清视频拍摄 入门级半画幅相机 佳能r50白色18-45mm套机【行情 报价 价格 评测】-京东,5星
